0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,0,21,3,3,3,3,3,3,3,3,3,3,3,3,21,0,0,0
0,0,0,21,27,27,27,27,27,27,27,27,27,27,27,27,21,0,0,0
0,0,0,21,27,27,27,27,27,27,27,27,27,27,27,27,21,0,0,0
0,1,0,21,27,27,27,27,27,27,27,27,27,27,27,27,21,0,0,0
0,0,0,21,27,27,27,27,27,27,27,27,27,27,27,27,21,0,1,0
0,0,0,21,27,27,27,27,27,27,27,27,27,27,27,27,21,0,0,0
0,0,0,21,29,22,29,22,29,22,29,22,29,22,29,22,21,0,0,0
0,0,0,21,21,21,21,21,21,21,21,21,21,21,21,21,21,0,0,0
0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
