28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,0,3,3,3,3,3,3,3,3,3,3,3,3,0,28,28,28
28,28,28,21,31,50,50,50,50,50,50,50,50,50,50,1,21,28,28,28
28,28,28,21,50,50,50,50,50,50,50,50,50,50,50,50,21,28,28,28
28,28,28,21,50,50,50,50,50,50,50,50,50,50,50,50,21,28,28,28
28,28,28,21,50,50,50,50,50,50,50,50,50,50,50,50,21,28,28,28
28,28,28,21,50,50,50,50,50,50,50,50,50,50,50,50,21,28,28,28
28,28,28,21,54,50,50,50,50,50,50,50,50,50,50,50,21,28,28,28
28,28,28,21,52,10,50,50,50,50,50,50,50,50,22,54,21,28,28,28
28,28,28,0,3,3,3,3,3,3,3,3,3,3,3,3,0,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
