37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,0,31,41,3,3,3,3,41,3,3,41,3,33,0,37,37,37
37,37,37,0,61,1,1,1,1,1,1,1,1,1,1,60,0,37,37,37
37,37,37,0,1,1,1,1,1,1,1,1,9,1,1,1,0,37,37,37
37,37,37,0,1,1,1,9,1,1,1,1,1,1,1,1,0,37,37,37
37,37,37,0,1,1,1,1,1,1,9,1,1,1,1,1,0,37,37,37
37,37,37,0,1,1,1,1,1,1,1,1,1,9,1,1,0,37,37,37
37,37,37,0,1,9,1,1,1,1,1,1,1,1,1,1,0,37,37,37
37,37,37,0,44,44,44,44,44,44,44,44,44,44,44,44,0,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37
