30,30,30,30,30,30,30,30,30,30,30,30,30,0,30,0,30,30,30,30
30,30,1,30,30,30,30,30,30,0,30,30,30,30,30,30,30,30,1,30
30,30,30,30,30,31,32,32,32,32,32,32,32,32,32,32,32,30,30,30
30,30,30,30,2,7,62,7,62,7,62,7,62,7,62,7,32,30,30,30
30,30,30,31,5,37,5,37,5,37,5,37,5,37,5,37,32,30,30,30
30,30,30,32,7,62,7,62,7,62,7,62,7,62,7,62,32,30,30,30
30,0,30,32,37,5,37,5,37,5,37,5,37,5,37,5,32,30,30,30
30,30,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,30,30
30,30,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,1,30
30,30,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,30,30
30,30,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,30,30
30,1,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,30,30
30,30,30,32,5,5,5,5,5,5,5,5,5,5,5,5,32,30,30,30
30,30,30,32,5,5,5,5,5,5,5,71,33,3,3,3,32,30,0,30
30,0,30,34,34,34,34,34,34,34,34,34,34,34,34,34,34,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
30,30,30,30,0,30,30,1,30,30,30,30,30,30,0,30,30,1,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0
30,1,30,30,30,30,30,30,30,0,30,30,1,30,30,30,30,30,30,30
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
